path,format,width,height,size_kb,has_alpha,category,referenced_in_code,ref_type,safe_to_optimize,action_target,format_target,dimensions_target,quality_target,reason,gain_est_kb,risk
public/assets/ui/paperboy/paperboy_system_bg.png,PNG,941,1672,2056.6,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1687.0,medium_code_update_needed
public/assets/ui/paperboy/paperboy_gameplay_bg.png,PNG,941,1672,2033.4,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1667.0,medium_code_update_needed
public/assets/ui/outrun/outrun_system_bg.png,PNG,941,1672,1990.7,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1633.0,medium_code_update_needed
public/assets/ui/sonic/sonic_system_bg.png,PNG,941,1672,1971.7,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1617.0,medium_code_update_needed
public/assets/ui/sonic/sonic_clear_bg.png,PNG,941,1672,1963.0,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1610.0,medium_code_update_needed
public/assets/ui/streets/streets_gameplay_bg.png,PNG,941,1672,1957.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1605.0,medium_code_update_needed
public/assets/ui/paperboy/paperboy_clear_bg.png,PNG,941,1672,1914.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1569.0,medium_code_update_needed
public/assets/ui/castle/castle_game_over_bg.png,PNG,941,1672,1910.6,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1567.0,medium_code_update_needed
public/assets/ui/fighter/fighter_game_over_bg.png,PNG,941,1672,1903.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1560.0,medium_code_update_needed
public/assets/ui/title/title_hub_bg.png,PNG,941,1672,1886.2,no,ui_title_bg,yes,direct,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1546.0,medium_code_update_needed
public/assets/ui/streets/streets_game_over_bg.png,PNG,941,1672,1882.0,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1543.0,medium_code_update_needed
public/assets/ui/kombat/kombat_game_over_bg.png,PNG,941,1672,1807.5,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1482.0,medium_code_update_needed
public/assets/ui/sonic/sonic_gameplay_bg.png,PNG,941,1672,1780.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1460.0,medium_code_update_needed
public/assets/ui/outrun/outrun_game_over_bg.png,PNG,941,1672,1758.5,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1442.0,medium_code_update_needed
public/assets/ui/kombat/kombat_system_bg.png,PNG,941,1672,1744.8,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1431.0,medium_code_update_needed
public/assets/ui/outrun/outrun_gameplay_bg.png,PNG,941,1672,1659.4,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1360.0,medium_code_update_needed
public/assets/ui/castle/castle_gameplay_bg.png,PNG,941,1672,1598.4,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1310.0,medium_code_update_needed
public/assets/ui/shinobi/shinobi_gameplay_bg.png,PNG,941,1672,1597.0,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1310.0,medium_code_update_needed
public/assets/ui/shinobi/shinobi_game_over_bg.png,PNG,941,1672,1574.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1292.0,medium_code_update_needed
public/assets/ui/kombat/kombat_gameplay_bg.png,PNG,941,1672,1549.6,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1271.0,medium_code_update_needed
public/assets/ui/sonic/sonic_game_over_bg.png,PNG,941,1672,1497.7,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1228.0,medium_code_update_needed
public/assets/ui/paperboy/paperboy_game_over_bg.png,PNG,941,1672,1480.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1214.0,medium_code_update_needed
public/assets/ui/title/world_token_castle.png,PNG,256,256,75.9,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_fighter.png,PNG,256,256,68.7,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_kombat.png,PNG,256,256,70.2,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_outrun.png,PNG,256,256,74.7,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_paperboy.png,PNG,256,256,78.0,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_shinobi.png,PNG,256,256,75.1,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_speed.png,PNG,256,256,74.2,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_streets.png,PNG,256,256,69.3,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
