path,filename,format,width,height,size_kb,has_alpha,category,referenced_in_code,ref_type,safe_to_optimize,action_target,format_target,dimensions_target,quality_target,reason,gain_est_kb,risk
public/assets/ui/streets/streets_gameplay_bg.png,streets_gameplay_bg.png,PNG,941,1672,1957.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1605.0,medium_code_update_needed
public/assets/ui/paperboy/paperboy_clear_bg.png,paperboy_clear_bg.png,PNG,941,1672,1914.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1569.0,medium_code_update_needed
public/assets/ui/castle/castle_game_over_bg.png,castle_game_over_bg.png,PNG,941,1672,1910.6,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1567.0,medium_code_update_needed
public/assets/ui/fighter/fighter_game_over_bg.png,fighter_game_over_bg.png,PNG,941,1672,1903.2,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1560.0,medium_code_update_needed
public/assets/ui/title/title_hub_bg.png,title_hub_bg.png,PNG,941,1672,1886.2,no,ui_title_bg,yes,direct,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1546.0,medium_code_update_needed
public/assets/ui/streets/streets_game_over_bg.png,streets_game_over_bg.png,PNG,941,1672,1882.0,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1543.0,medium_code_update_needed
public/assets/ui/kombat/kombat_game_over_bg.png,kombat_game_over_bg.png,PNG,941,1672,1807.5,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1482.0,medium_code_update_needed
public/assets/ui/sonic/sonic_gameplay_bg.png,sonic_gameplay_bg.png,PNG,941,1672,1780.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1460.0,medium_code_update_needed
public/assets/ui/outrun/outrun_game_over_bg.png,outrun_game_over_bg.png,PNG,941,1672,1758.5,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1442.0,medium_code_update_needed
public/assets/ui/kombat/kombat_system_bg.png,kombat_system_bg.png,PNG,941,1672,1744.8,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1431.0,medium_code_update_needed
public/assets/ui/outrun/outrun_gameplay_bg.png,outrun_gameplay_bg.png,PNG,941,1672,1659.4,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1360.0,medium_code_update_needed
public/assets/ui/castle/castle_gameplay_bg.png,castle_gameplay_bg.png,PNG,941,1672,1598.4,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1310.0,medium_code_update_needed
public/assets/ui/shinobi/shinobi_gameplay_bg.png,shinobi_gameplay_bg.png,PNG,941,1672,1597.0,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1310.0,medium_code_update_needed
public/assets/ui/shinobi/shinobi_game_over_bg.png,shinobi_game_over_bg.png,PNG,941,1672,1574.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1292.0,medium_code_update_needed
public/assets/ui/kombat/kombat_gameplay_bg.png,kombat_gameplay_bg.png,PNG,941,1672,1549.6,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1271.0,medium_code_update_needed
public/assets/ui/sonic/sonic_game_over_bg.png,sonic_game_over_bg.png,PNG,941,1672,1497.7,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1228.0,medium_code_update_needed
public/assets/ui/paperboy/paperboy_game_over_bg.png,paperboy_game_over_bg.png,PNG,941,1672,1480.9,no,ui_bg,yes,dynamic_template,yes,convert_webp_lossy+resize,WebP,608x1080,82,"PNG lourd sans alpha, WebP lossy reduit ~80%",1214.0,medium_code_update_needed
public/assets/ui/title/world_token_paperboy.png,world_token_paperboy.png,PNG,256,256,78.0,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_castle.png,world_token_castle.png,PNG,256,256,75.9,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_shinobi.png,world_token_shinobi.png,PNG,256,256,75.1,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_outrun.png,world_token_outrun.png,PNG,256,256,74.7,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_speed.png,world_token_speed.png,PNG,256,256,74.2,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_kombat.png,world_token_kombat.png,PNG,256,256,70.2,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_streets.png,world_token_streets.png,PNG,256,256,69.3,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/ui/title/world_token_fighter.png,world_token_fighter.png,PNG,256,256,68.7,no,ui_title_token,no,none,no,unused_delete_candidate,PNG,,,"Non reference dans le code, candidat suppression",0,none
public/assets/runtime/universes/paperboy/01_boss_idle.png,01_boss_idle.png,PNG,64,64,9.3,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/kombat/01_boss_idle.png,01_boss_idle.png,PNG,64,64,9.1,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/shinobi/01_boss_idle.png,01_boss_idle.png,PNG,64,64,8.9,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/streets/06_boss_attack.png,06_boss_attack.png,PNG,64,64,8.6,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/fighter/06_boss_attack.png,06_boss_attack.png,PNG,64,64,8.3,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/kombat/06_boss_attack.png,06_boss_attack.png,PNG,64,64,7.7,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/streets/01_boss_idle.png,01_boss_idle.png,PNG,64,64,7.7,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/streets/04_obstacle.png,04_obstacle.png,PNG,64,64,7.7,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/fighter/01_boss_idle.png,01_boss_idle.png,PNG,64,64,7.3,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/paperboy/02_pickup_object.png,02_pickup_object.png,PNG,64,64,7.1,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/paperboy/03_pickup_object_2.png,03_pickup_object_2.png,PNG,64,64,6.9,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/paperboy/04_obstacle.png,04_obstacle.png,PNG,64,64,6.6,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/streets/02_pickup_object.png,02_pickup_object.png,PNG,64,64,6.5,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/kombat/02_pickup_object.png,02_pickup_object.png,PNG,64,64,6.4,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/outrun/01_pickup_object.png,01_pickup_object.png,PNG,64,64,6.1,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/fighter/03_pickup_object.png,03_pickup_object.png,PNG,64,64,6.0,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/outrun/06_boss_attack.png,06_boss_attack.png,PNG,64,64,5.9,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/snakes/snake_u01_head.png,snake_u01_head.png,PNG,64,64,5.8,yes,snake_sprite,yes,direct,no,keep,PNG,,,"Sprite gameplay critique, ne pas toucher",0,none
public/assets/runtime/universes/kombat/05_obstacle_danger.png,05_obstacle_danger.png,PNG,64,64,5.4,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/outrun/04_obstacle_danger.png,04_obstacle_danger.png,PNG,64,64,5.2,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/outrun/05_boss_idle.png,05_boss_idle.png,PNG,64,64,5.1,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/shinobi/02_pickup_object.png,02_pickup_object.png,PNG,64,64,5.1,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/castle/icon_pickup_magic_star.svg,icon_pickup_magic_star.svg,SVG,72,72,4.6,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/runtime/universes/fighter/05_obstacle.png,05_obstacle.png,PNG,64,64,4.6,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/sonic/02_boss_idle.png,02_boss_idle.png,PNG,64,64,4.5,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/fighter/02_obstacle_danger.png,02_obstacle_danger.png,PNG,64,64,4.2,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/sonic/01_pickup_object.png,01_pickup_object.png,PNG,64,64,4.0,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/kombat/04_obstacle.png,04_obstacle.png,PNG,64,64,3.7,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/castle/icon_danger_impact.svg,icon_danger_impact.svg,SVG,72,72,3.6,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/runtime/universes/streets/05_obstacle_danger.png,05_obstacle_danger.png,PNG,64,64,3.6,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/snakes/snake_u01_body.png,snake_u01_body.png,PNG,64,64,3.6,yes,snake_sprite,yes,direct,no,keep,PNG,,,"Sprite gameplay critique, ne pas toucher",0,none
public/assets/runtime/universes/outrun/03_obstacle.png,03_obstacle.png,PNG,64,64,3.4,yes,runtime_icon_png,yes,direct,no,keep,PNG,,,"Icone runtime <15 KB, gain negligeable",0,none
public/assets/runtime/universes/castle/icon_boss_crown.svg,icon_boss_crown.svg,SVG,64,7,3.3,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/runtime/universes/castle/icon_danger_fire.svg,icon_danger_fire.svg,SVG,72,72,3.1,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/snakes/snake_u01_tail.png,snake_u01_tail.png,PNG,64,64,2.9,yes,snake_sprite,yes,direct,no,keep,PNG,,,"Sprite gameplay critique, ne pas toucher",0,none
public/assets/runtime/universes/castle/icon_boss_skull.svg,icon_boss_skull.svg,SVG,72,72,2.6,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/runtime/universes/castle/icon_boss_crystal_ball.svg,icon_boss_crystal_ball.svg,SVG,72,72,2.1,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
public/assets/runtime/universes/castle/icon_obstacle_stone.svg,icon_obstacle_stone.svg,SVG,72,72,1.3,n/a,runtime_icon_svg,yes,direct,no,keep,SVG,,,"SVG vectoriel, conserve tel quel",0,none
